1,1,3,16.31171681196429
1,1,4,16.135779758915305
1,1,5,16.25674078706652
2,1,3,5.2715987369883806
2,1,4,5.365189508069307
2,1,5,5.242239838000387
3,1,3,6.291555094067007
3,1,4,6.42925415886566
3,1,5,6.2398564838804305
4,1,3,3.3825636950787157
4,1,4,3.224580696085468
4,1,5,3.4244849220849574
5,1,3,11.235074487980455
5,1,4,10.907987189013511
5,1,5,10.690229655010626
6,1,3,3.565586406039074
6,1,4,3.51704133907333
6,1,5,3.497094641905278
7,1,3,23.59888467611745
7,1,4,19.498297575162724
7,1,5,19.025748925982043
8,1,3,8.39292730903253
8,1,4,8.469987884163857
8,1,5,8.719515180913731
9,1,3,16.36117108585313
9,1,4,16.3309620290529
9,1,5,16.446956075029448
10,1,3,10.904201089171693
10,1,4,10.37486156099476
10,1,5,10.51841837191023
11,1,3,9.034826745046303
11,1,4,8.817808737047017
11,1,5,8.696737712947652
12,1,3,5.144455200061202
12,1,4,5.246957198018208
12,1,5,5.237850639037788
13,1,3,14.190827754093334
13,1,4,13.553168537095189
13,1,5,13.913769667036831
14,1,3,5.1941284781787544
14,1,4,5.054558122996241
14,1,5,5.07927665184252
15,1,3,7.751007066108286
15,1,4,7.843541115056723
15,1,5,7.517600073013455
16,1,3,2.541265817824751
16,1,4,2.4531194500159472
16,1,5,2.5645092469640076
17,1,3,83.95021514897235
17,1,4,63.81615381105803
17,1,5,57.91447627800517
18,1,3,51.114762998884544
18,1,4,40.17500729998574
18,1,5,39.34177470905706
19,1,3,9.486390637932345
19,1,4,9.517499889014289
19,1,5,9.555332544958219
20,1,3,8.3795075728558
20,1,4,8.741713872877881
20,1,5,8.695237526902929
21,1,3,26.859361229930073
21,1,4,26.743473108159378
21,1,5,27.639595343964174
22,1,3,6.3547925520688295
22,1,4,6.659928975859657
22,1,5,6.306119452929124
