1,1,3,2.442793113877997
1,1,4,2.4419560958631337
1,1,5,2.450447292998433
2,1,3,3.1029882130678743
2,1,4,3.14576313784346
2,1,5,3.1718062839936465
3,1,3,4.458859964041039
3,1,4,4.649665185948834
3,1,5,4.4443204801063985
4,1,3,2.852385450853035
4,1,4,2.8498054661322385
4,1,5,2.8561146098654717
5,1,3,3.4842552768532187
5,1,4,3.50467118085362
5,1,5,3.6477423598989844
6,1,3,9.345288273179904
6,1,4,9.590163744986057
6,1,5,9.512160587823018
7,1,3,4.068570103961974
7,1,4,4.079972019884735
7,1,5,4.175742698833346
8,1,3,8.152054072124884
8,1,4,8.075273439986631
8,1,5,8.097068795002997
9,1,3,13.071767738088965
9,1,4,13.131186545128003
9,1,5,13.20078601501882
10,1,3,11.041601215023547
10,1,4,10.640788340941072
10,1,5,10.786334354896098
