1,1,3,1.2279256070032716
1,1,4,1.2411465669283643
1,1,5,1.2347704780986533
1,2,3,0.7123466129414737
1,2,4,0.7063589000608772
1,2,5,0.7179021359188482
1,4,3,0.4352825490059331
1,4,4,0.42936991003807634
1,4,5,0.4323927969671786
1,8,3,0.3097082359017804
1,8,4,0.3118375539779663
1,8,5,0.31583370501175523
2,1,3,0.38991866598371416
2,1,4,0.4023127160035074
2,1,5,0.39159763196948916
2,2,3,0.23647291993256658
2,2,4,0.22574303206056356
2,2,5,0.23147795104887336
2,4,3,0.13685729599092156
2,4,4,0.1291663539595902
2,4,5,0.1369353620102629
2,8,3,0.09075799991842359
2,8,4,0.09192247106693685
2,8,5,0.09419478999916464
3,1,3,1.169464358012192
3,1,4,1.1783598699839786
3,1,5,1.1767462840070948
3,2,3,0.6511763579910621
3,2,4,0.6617620110046118
3,2,5,0.6413470050320029
3,4,3,0.40470830898266286
3,4,4,0.38006760098505765
3,4,5,0.3770797000033781
3,8,3,0.2546886670170352
3,8,4,0.25199071189854294
3,8,5,0.2547576860524714
4,1,3,1.0802424090215936
4,1,4,1.0752287370851263
4,1,5,1.0757523929933086
4,2,3,0.5907604600070044
4,2,4,0.5819830950349569
4,2,5,0.5815928659867495
4,4,3,0.3543819460319355
4,4,4,0.3578663959633559
4,4,5,0.3416858479613438
4,8,3,0.23912228201515973
4,8,4,0.23907188000157475
4,8,5,0.24680320301558822
5,1,3,19.670926194055937
5,1,4,19.85228075599298
5,1,5,19.81976501806639
5,2,3,9.311476259026676
5,2,4,9.275462348945439
5,2,5,9.474917997955345
5,4,3,4.234946181997657
5,4,4,4.143598805065267
5,4,5,4.2744326159590855
5,8,3,2.4311405019834638
5,8,4,2.3924895810196176
5,8,5,2.402035531005822
6,1,3,17.44074714789167
6,1,4,17.34474334702827
6,1,5,17.412262434954755
6,2,3,9.099022457958199
6,2,4,9.360216414905153
6,2,5,9.10221502603963
6,4,3,5.1004243260249496
6,4,4,5.095651518087834
6,4,5,5.101191350026056
6,8,3,3.449144017067738
6,8,4,3.4428864490473643
6,8,5,3.5275019489927217
7,1,3,0.30213226506020874
7,1,4,0.3053001610096544
7,1,5,0.3072661890182644
7,2,3,0.177293612039648
7,2,4,0.1976646629627794
7,2,5,0.1803497449727729
7,4,3,0.11110897408798337
7,4,4,0.10905435692984611
7,4,5,0.11298865603748709
7,8,3,0.07400861999485642
7,8,4,0.07645956100896001
7,8,5,0.07449749100487679
8,1,3,0.4030988400336355
8,1,4,0.40117029508110136
8,1,5,0.3970250430284068
8,2,3,0.2385765709914267
8,2,4,0.22624874801840633
8,2,5,0.230834101093933
8,4,3,0.13955064094625413
8,4,4,0.13440446299500763
8,4,5,0.1464646349195391
8,8,3,0.09646047605201602
8,8,4,0.09778897895012051
8,8,5,0.09854038094636053
9,1,3,26.113742882036604
9,1,4,28.847345205023885
9,1,5,56.24814012704883
9,2,3,13.206630903994665
