1,1,3,0.7137512150002294
1,1,4,0.7017276510014199
1,1,5,0.6970706819993211
1,2,3,0.36776158300199313
1,2,4,0.36926766599935945
1,2,5,0.36817865099874325
1,4,3,0.19693031899805646
1,4,4,0.19620786699670134
1,4,5,0.1963647789962124
1,8,3,0.10027784499834524
1,8,4,0.10580911499710055
1,8,5,0.10167106600420084
1,16,3,0.0706789129981189
1,16,4,0.07731155000510626
1,16,5,0.07889461900049355
1,32,3,0.0654441480000969
1,32,4,0.06291863399383146
1,32,5,0.0637953830009792
1,64,3,0.05745988499984378
1,64,4,0.06406332500046119
1,64,5,0.0623252279983717
1,128,3,0.0684772949971375
1,128,4,0.06919094800105086
1,128,5,0.07613389700418338
1,192,3,0.0739666709996527
1,192,4,0.07633559299574699
1,192,5,0.06874102800065884
2,1,3,0.21642087699729018
2,1,4,0.2171344229936949
2,1,5,0.21530131599865854
2,2,3,0.11572777599940309
2,2,4,0.11532947300293017
2,2,5,0.11615617899951758
2,4,3,0.06150844399962807
2,4,4,0.061516071000369266
2,4,5,0.061293512997508515
2,8,3,0.0353297260007821
2,8,4,0.03516568399936659
2,8,5,0.03583097700175131
2,16,3,0.023203985998407006
2,16,4,0.022976606000156607
2,16,5,0.023212051004520617
2,32,3,0.01749265700345859
2,32,4,0.018754076001641806
2,32,5,0.016784054001618642
2,64,3,0.01630387399927713
2,64,4,0.01685156700114021
2,64,5,0.01568677299655974
2,128,3,0.020051081002748106
2,128,4,0.01908309700229438
2,128,5,0.021258700006001163
2,192,3,0.023525675002019852
2,192,4,0.024530391005100682
2,192,5,0.023925351997604594
3,1,3,0.6517888250018586
3,1,4,0.6513765230047284
3,1,5,0.6556034759996692
3,2,3,0.33867756700055907
3,2,4,0.3377196579967858
3,2,5,0.339842014000169
3,4,3,0.17311353200057056
3,4,4,0.17380373599735321
3,4,5,0.17319112999393838
3,8,3,0.10717036500136601
3,8,4,0.0990041149998433
3,8,5,0.09366586900432594
3,16,3,0.05982067899458343
3,16,4,0.05968254400067963
3,16,5,0.0599221230004332
3,32,3,0.04032843599998159
3,32,4,0.03721567100001266
3,32,5,0.03863461799483048
3,64,3,0.027931561002333183
3,64,4,0.03064291000191588
3,64,5,0.027548122001462616
3,128,3,0.031268444006855134
3,128,4,0.028721030001179315
3,128,5,0.031247921993781347
3,192,3,0.029692341995541938
3,192,4,0.031522084995231126
3,192,5,0.03386647699517198
4,1,3,0.6190898209970328
4,1,4,0.6150391659975867
4,1,5,0.6173812130000442
4,2,3,0.32502596999984235
4,2,4,0.3229652489972068
4,2,5,0.32456606900086626
4,4,3,0.17125158400449436
4,4,4,0.1702743920031935
4,4,5,0.16827556600037497
4,8,3,0.09046571700309869
4,8,4,0.09012292399711441
4,8,5,0.09390418999828398
4,16,3,0.053907595996861346
4,16,4,0.054152391996467486
4,16,5,0.055881719999888446
4,32,3,0.040910010000516195
4,32,4,0.04168542299885303
4,32,5,0.04017191699676914
4,64,3,0.04921852900588419
4,64,4,0.03189689700229792
4,64,5,0.03551989499828778
4,128,3,0.042326775001129135
4,128,4,0.03999931099679088
4,128,5,0.03787655100313714
4,192,3,0.044400828002835624
4,192,4,0.04014212899346603
4,192,5,0.03684067100402899
5,1,3,5.656828141000005
5,1,4,5.855081778005115
5,1,5,5.863187383001787
